,id,1,2,3,4,5,6,7,8,9,10
0,1000.jpg,0.015,0.06,0.08,0.095,0.18,0.245,0.19,0.1,0.025,0.01
1,10000.jpg,0.03225806451612903,0.06451612903225806,0.04838709677419355,0.1774193548387097,0.3172043010752688,0.1774193548387097,0.11290322580645161,0.043010752688172046,0.016129032258064516,0.010752688172043012
2,10002.jpg,0.026455026455026454,0.07407407407407407,0.19047619047619047,0.31746031746031744,0.18518518518518517,0.15343915343915343,0.042328042328042326,0.010582010582010581,0.0,0.0
3,100050.jpg,0.0,0.009146341463414634,0.03048780487804878,0.11585365853658537,0.3231707317073171,0.24695121951219512,0.15853658536585366,0.08231707317073171,0.03353658536585366,0.0
4,10006.jpg,0.0213903743315508,0.0427807486631016,0.10160427807486631,0.1711229946524064,0.2727272727272727,0.22459893048128343,0.10695187165775401,0.0427807486631016,0.0106951871657754,0.0053475935828877
5,10007.jpg,0.033707865168539325,0.0,0.07865168539325842,0.1348314606741573,0.14606741573033707,0.2247191011235955,0.1797752808988764,0.11235955056179775,0.056179775280898875,0.033707865168539325
6,10009.jpg,0.0,0.0,0.0,0.0898876404494382,0.1348314606741573,0.24719101123595505,0.2247191011235955,0.12359550561797752,0.0898876404494382,0.0898876404494382
7,10010.jpg,0.060109289617486336,0.04918032786885246,0.12568306010928962,0.19672131147540983,0.22950819672131148,0.14754098360655737,0.12021857923497267,0.03825136612021858,0.02185792349726776,0.01092896174863388
8,10011.jpg,0.016042780748663103,0.0213903743315508,0.058823529411764705,0.13903743315508021,0.20320855614973263,0.22459893048128343,0.1925133689839572,0.11229946524064172,0.016042780748663103,0.016042780748663103
9,10014.jpg,0.033707865168539325,0.02247191011235955,0.056179775280898875,0.25842696629213485,0.30337078651685395,0.19101123595505617,0.0898876404494382,0.02247191011235955,0.011235955056179775,0.011235955056179775
10,100152.jpg,0.01910828025477707,0.044585987261146494,0.12738853503184713,0.25477707006369427,0.31210191082802546,0.13694267515923567,0.06687898089171974,0.01910828025477707,0.009554140127388535,0.009554140127388535
11,10016.jpg,0.016129032258064516,0.03763440860215054,0.06451612903225806,0.16666666666666666,0.1989247311827957,0.25806451612903225,0.13978494623655913,0.053763440860215055,0.043010752688172046,0.021505376344086023
